"Rank"	"CCDS_ID"	"GENE_NAME"	"CHR"	"DESCRIPTION"	"N_SPECIES"	"PVAL"	"QVAL"	"FST"	"dNdS_REF"
7452	CCDS6375.2	FAM135B	chr8	\family with sequence similarity 135, member B\	4	1	0.987	0	0
7453	CCDS32955.1	FCHO1	chr19	FCH domain only 1	7	1	0.987	0.0791	0
7454	CCDS30708.1	FOXD2	chr1	forkhead box D2	4	1	0.987	0	0
7455	CCDS12441.1	SCN1B	chr19	\sodium channel, voltage-gated, type I, beta\	7	1	0.987	0.022	0
7456	CCDS3068.1	ASTE1	chr3	asteroid homolog 1 (Drosophila)	6	1	0.987	0.103	0
7457	CCDS42076.1	NMB	chr15	neuromedin B	4	1	0.987	0.0368	0
7458	CCDS13965.1	PICK1	chr22	protein interacting with PRKCA 1	7	1	0.987	0.119	0
7459	CCDS9405.1	HTR2A	chr13	5-hydroxytryptamine (serotonin) receptor 2A	5	1	0.987	0.0229	0
7460	CCDS31414.1	OR2AG1	chr11	\olfactory receptor, family 2, subfamily AG, member 1\	4	1	0.987	0.0939	0
7461	CCDS3952.1	HCN1	chr5	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	7	1	0.987	0	0
7462	CCDS1586.1	CAPN9	chr1	calpain 9	6	1	0.987	0.0771	0
7463	CCDS42791.1	ZC3H15	chr2	zinc finger CCCH-type containing 15	4	1	0.987	0	0
7464	CCDS2851.2	WDR82	chr3	WD repeat domain 82	4	1	0.987	0.124	0
7465	CCDS4191.1	SPOCK1	chr5	\sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1\	7	1	0.987	0	0
7466	CCDS4654.1	TRIM27	chr6	tripartite motif-containing 27	7	1	0.987	0	0
7467	CCDS12930.1	ZNF784	chr19	zinc finger protein 784	4	1	0.987	0.142	0
7468	CCDS12949.1	ZNF460	chr19	zinc finger protein 460	4	1	0.987	0.0936	0
7469	CCDS33064.1	MEIS3	chr19	Meis homeobox 3	5	1	0.987	0.0956	0
7470	CCDS6361.1	FAM49B	chr8	\family with sequence similarity 49, member B\	7	1	0.987	0	0
7471	CCDS11352.1	ZPBP2	chr17	zona pellucida binding protein 2	3	1	0.987	0	0
7472	CCDS4542.1	NHLRC1	chr6	NHL repeat containing 1	7	1	0.987	0	0
7473	CCDS1605.1	TBCE	chr1	tubulin folding cofactor E	5	1	0.987	0.131	0
7474	CCDS6471.1	JMJD2C	chr9	jumonji domain containing 2C	7	1	0.987	0	0
7475	CCDS1362.1	C1orf21	chr1	chromosome 1 open reading frame 21	7	1	0.987	NA	0
7476	CCDS994.1	RFX5	chr1	\regulatory factor X, 5 (influences HLA class II expression)\	6	1	0.987	0.085	0
7477	CCDS33412.1	COL6A3	chr2	\collagen, type VI, alpha 3\	7	1	0.987	0.104	0
7478	CCDS2664.1	LRRFIP2	chr3	leucine rich repeat (in FLII) interacting protein 2	6	1	0.987	0.0535	0
7479	CCDS41627.1	SVIP	chr11	small VCP/p97-interacting protein	4	1	0.987	NA	0
7480	CCDS10933.1	GCSH	chr16	glycine cleavage system protein H (aminomethyl carrier)	4	1	0.987	0.108	0
7481	CCDS34063.1	PCDH10	chr4	protocadherin 10	7	1	0.987	0	0
7482	CCDS5762.1	TFEC	chr7	transcription factor EC	7	1	0.987	0	0
7483	CCDS11860.1	SLMO1	chr18	slowmo homolog 1 (Drosophila)	7	1	0.987	0.0535	0
7484	CCDS33233.1	TMEM150	chr2	transmembrane protein 150	6	1	0.987	0.0546	0
7485	CCDS12474.1	PSENEN	chr19	presenilin enhancer 2 homolog (C. elegans)	7	1	0.987	0.0854	0
7486	CCDS8460.1	ACRV1	chr11	acrosomal vesicle protein 1	5	1	0.987	0	0
7487	CCDS41748.1	FAM80B	chr12	\family with sequence similarity 80, member B\	4	1	0.987	0.0535	0
7488	CCDS9389.1	ENOX1	chr13	ecto-NOX disulfide-thiol exchanger 1	6	1	0.987	0	0
7489	CCDS4338.1	ADAM19	chr5	ADAM metallopeptidase domain 19 (meltrin beta)	7	1	0.987	0.02	0
7490	CCDS34026.1	MAPK10	chr4	mitogen-activated protein kinase 10	7	1	0.987	0.000667	0
7491	CCDS4185.1	H2AFY	chr5	\H2A histone family, member Y\	7	1	0.987	0	0
7492	CCDS9421.1	KPNA3	chr13	karyopherin alpha 3 (importin alpha 4)	6	1	0.987	0.0567	0
7493	CCDS14764.1	MTCP1	chrX	mature T-cell proliferation 1	7	1	0.987	NA	0
7494	CCDS11707.1	FDXR	chr17	ferredoxin reductase	7	1	0.987	0.00593	0
7495	CCDS33759.1	AMIGO3	chr3	adhesion molecule with Ig-like domain 3	6	1	0.987	0	0
7496	CCDS42721.1	EIF5B	chr2	eukaryotic translation initiation factor 5B	4	1	0.987	0.112	0
7497	CCDS419.1	SNIP1	chr1	Smad nuclear interacting protein 1	6	1	0.987	0	0
7498	CCDS1250.2	ALDH9A1	chr1	\aldehyde dehydrogenase 9 family, member A1\	7	1	0.987	0	0
7499	CCDS439.1	HEYL	chr1	hairy/enhancer-of-split related with YRPW motif-like	7	1	0.987	0	0
7500	CCDS1444.1	PLEKHA6	chr1	\pleckstrin homology domain containing, family A member 6\	6	1	0.987	0.0693	0
7501	CCDS34871.1	SCARA3	chr8	\scavenger receptor class A, member 3\	7	1	0.987	0.126	0
7502	CCDS9367.1	STOML3	chr13	stomatin (EPB72)-like 3	5	1	0.987	0.0217	0
7503	CCDS3431.1	LGI2	chr4	\leucine-rich repeat LGI family, member 2\	7	1	0.987	0.0041	0
7504	CCDS32478.1	MARVELD3	chr16	MARVEL domain containing 3	6	1	0.987	0	0
7505	CCDS6896.1	GOLGA2	chr9	\golgi autoantigen, golgin subfamily a, 2\	6	1	0.987	0.175	0
7506	CCDS31050.1	RAB4A	chr1	\RAB4A, member RAS oncogene family\	6	1	0.987	0.392	0
7507	CCDS11664.1	PRKCA	chr17	\protein kinase C, alpha\	7	1	0.987	0.486	0
7508	CCDS12950.1	ZNF304	chr19	zinc finger protein 304	6	1	0.987	0.0756	0
7509	CCDS1896.1	MXD1	chr2	MAX dimerization protein 1	7	1	0.987	0.0232	0
7510	CCDS31421.1	OR10A3	chr11	\olfactory receptor, family 10, subfamily A, member 3\	4	1	0.987	0.0507	0
7511	CCDS42974.1	PCBP3	chr21	poly(rC) binding protein 3	4	1	0.987	0.0081	0
7512	CCDS14526.1	RBM41	chrX	RNA binding motif protein 41	7	1	0.987	NA	0
7513	CCDS4974.1	B3GAT2	chr6	\beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)\	4	1	0.987	0	0
7514	CCDS43888.1	IER5L	chr9	immediate early response 5-like	4	1	0.987	0.121	0
7515	CCDS2825.1	ZMYND10	chr3	\zinc finger, MYND-type containing 10\	7	1	0.987	0.0923	0
7516	CCDS2978.1	DRD3	chr3	dopamine receptor D3	7	1	0.987	0.133	0
7517	CCDS1868.1	AHSA2	chr2	\AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)\	3	1	0.987	0	0
7518	CCDS11616.1	GDPD1	chr17	glycerophosphodiester phosphodiesterase domain containing 1	7	1	0.987	0.173	0
7519	CCDS11686.1	MAP2K6	chr17	mitogen-activated protein kinase kinase 6	7	1	0.987	0.0274	0
7520	CCDS2049.1	RPL31	chr2	ribosomal protein L31	5	1	0.987	0.0714	0
7521	CCDS8251.1	AQP11	chr11	aquaporin 11	7	1	0.987	0.145	0
7522	CCDS883.1	VANGL1	chr1	\vang-like 1 (van gogh, Drosophila)\	7	1	0.987	0.091	0
7523	CCDS41728.1	BSX	chr11	brain-specific homeobox	4	1	0.987	0	0
7524	CCDS2523.1	UBE2F	chr2	ubiquitin-conjugating enzyme E2F (putative)	7	1	0.987	0.0778	0
7525	CCDS32631.1	MRM1	chr17	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	3	1	0.987	0.0835	0
7526	CCDS11265.1	OMG	chr17	oligodendrocyte myelin glycoprotein	7	1	0.987	0.178	0
7527	CCDS31249.1	RBP4	chr10	\retinol binding protein 4, plasma\	7	1	0.987	0.00373	0
7528	CCDS14043.1	TTLL1	chr22	\tubulin tyrosine ligase-like family, member 1\	6	1	0.987	0.0384	0
7529	CCDS30555.1	GLTPD1	chr1	glycolipid transfer protein domain containing 1	4	1	0.987	0.172	0
7530	CCDS10207.1	DPP8	chr15	dipeptidyl-peptidase 8	7	1	0.987	0.161	0
7531	CCDS4680.1	GNL1	chr6	guanine nucleotide binding protein-like 1	7	1	0.987	0	0
7532	CCDS12092.1	DIRAS1	chr19	\DIRAS family, GTP-binding RAS-like 1\	6	1	0.987	0.0179	0
7533	CCDS41874.1	KIAA0774	chr13	KIAA0774	4	1	0.987	0.0941	0
7534	CCDS13824.1	SUSD2	chr22	sushi domain containing 2	4	1	0.987	0.157	0
7535	CCDS607.1	DAB1	chr1	disabled homolog 1 (Drosophila)	7	1	0.987	0	0
7536	CCDS31206.1	BICC1	chr10	bicaudal C homolog 1 (Drosophila)	6	1	0.987	0.085	0
7537	CCDS6240.1	PSKH2	chr8	protein serine kinase H2	7	1	0.987	0.174	0
7538	CCDS5011.1	RARS2	chr6	\arginyl-tRNA synthetase 2, mitochondrial\	7	1	0.987	0	0
7539	CCDS3576.1	NUP54	chr4	nucleoporin 54kDa	7	1	0.987	0.0276	0
7540	CCDS4263.1	PCDHGC5	chr5	\protocadherin gamma subfamily C, 5\	7	1	0.987	0.161	0
7541	CCDS893.1	TRIM45	chr1	tripartite motif-containing 45	7	1	0.987	0.0945	0
7542	CCDS3813.1	C4orf27	chr4	chromosome 4 open reading frame 27	5	1	0.987	0	0
7543	CCDS3427.1	C4orf28	chr4	chromosome 4 open reading frame 28	7	1	0.987	0	0
7544	CCDS5889.1	CNTNAP2	chr7	contactin associated protein-like 2	4	1	0.987	0	0
7545	CCDS42648.1	CMPK2	chr2	\cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial\	4	1	0.987	0.0621	0
7546	CCDS30919.1	KLHDC9	chr1	kelch domain containing 9	6	1	0.987	0	0
7547	CCDS13221.1	CBFA2T2	chr20	\core-binding factor, runt domain, alpha subunit 2; translocated to, 2\	6	1	0.987	0.123	0
7548	CCDS9372.1	MRPS31	chr13	mitochondrial ribosomal protein S31	3	1	0.987	0.0384	0
7549	CCDS809.1	GSTM1	chr1	glutathione S-transferase M1	5	1	0.987	0.0878	0
7550	CCDS43167.1	LRRC31	chr3	leucine rich repeat containing 31	4	1	0.987	0	0
7551	CCDS42400.1	CCDC137	chr17	coiled-coil domain containing 137	4	1	0.987	0	0
7552	CCDS34074.1	POU4F2	chr4	POU class 4 homeobox 2	7	1	0.987	0.0716	0
7553	CCDS8091.1	CDCA5	chr11	cell division cycle associated 5	6	1	0.987	0.0243	0
7554	CCDS3882.1	DNAH5	chr5	\dynein, axonemal, heavy chain 5\	6	1	0.987	0.000933	0
7555	CCDS9445.1	KLHL1	chr13	kelch-like 1 (Drosophila)	7	1	0.987	0	0
7556	CCDS31996.1	POU4F1	chr13	POU class 4 homeobox 1	7	1	0.987	0.0535	0
7557	CCDS358.2	FAM167B	chr1	\family with sequence similarity 167, member B\	3	1	0.987	0.0328	0
7558	CCDS30621.1	HP1BP3	chr1	\heterochromatin protein 1, binding protein 3\	6	1	0.987	0.0826	0
7559	CCDS43906.1	KIAA1984	chr9	KIAA1984	4	1	0.987	0.303	0
7560	CCDS2288.1	NCKAP1	chr2	NCK-associated protein 1	5	1	0.987	0	0
7561	CCDS32085.1	MAPK1IP1L	chr14	mitogen-activated protein kinase 1 interacting protein 1-like	4	1	0.987	0	0
7562	CCDS11912.1	ZNF24	chr18	zinc finger protein 24	5	1	0.987	0.192	0
7563	CCDS3089.1	PCCB	chr3	\propionyl Coenzyme A carboxylase, beta polypeptide\	6	1	0.987	0.0535	0
7564	CCDS11346.1	IKZF3	chr17	IKAROS family zinc finger 3 (Aiolos)	7	1	0.987	0	0
7565	CCDS4297.1	IL17B	chr5	interleukin 17B	7	1	0.987	0.0985	0
7566	CCDS5285.1	QKI	chr6	\quaking homolog, KH domain RNA binding (mouse)\	6	1	0.987	0	0
7567	CCDS2266.1	HOXD10	chr2	homeobox D10	7	1	0.987	0.279	0
7568	CCDS5116.1	ROS1	chr6	\c-ros oncogene 1 , receptor tyrosine kinase\	4	1	0.987	0	0
7569	CCDS6639.1	C9orf85	chr9	chromosome 9 open reading frame 85	5	1	0.987	NA	0
7570	CCDS10409.1	DECR2	chr16	\2,4-dienoyl CoA reductase 2, peroxisomal\	5	1	0.987	0.0267	0
7571	CCDS12677.1	FOXA3	chr19	forkhead box A3	5	1	0.987	0.0922	0
7572	CCDS5658.1	TMEM130	chr7	transmembrane protein 130	7	1	0.987	0.139	0
7573	CCDS30588.1	VPS13D	chr1	vacuolar protein sorting 13 homolog D (S. cerevisiae)	7	1	0.987	0	0
7574	CCDS9848.1	C14orf118	chr14	chromosome 14 open reading frame 118	7	1	0.987	0	0
7575	CCDS10994.1	RPH3AL	chr17	rabphilin 3A-like (without C2 domains)	5	1	0.987	0	0
7576	CCDS7057.1	WDR37	chr10	WD repeat domain 37	7	1	0.987	0.0535	0
7577	CCDS941.1	SF3B4	chr1	\splicing factor 3b, subunit 4, 49kDa\	6	1	0.987	0.113	0
7578	CCDS34117.1	FAM149A	chr4	\family with sequence similarity 149, member A\	7	1	0.987	0.0399	0
7579	CCDS6538.1	NFX1	chr9	\nuclear transcription factor, X-box binding 1\	7	1	0.987	0.608	0
7580	CCDS1219.1	DEDD	chr1	death effector domain containing	7	1	0.987	0	0
7581	CCDS13773.1	DGCR8	chr22	DiGeorge syndrome critical region gene 8	7	1	0.987	0.0539	0
7582	CCDS43171.1	PIK3CA	chr3	\phosphoinositide-3-kinase, catalytic, alpha polypeptide\	3	1	0.987	0.0591	0
7583	CCDS41939.1	HECTD1	chr14	HECT domain containing 1	4	1	0.987	0.0462	0
7584	CCDS5992.2	SGCZ	chr8	sarcoglycan zeta	7	1	0.987	NA	0
7585	CCDS10322.1	BTBD1	chr15	BTB (POZ) domain containing 1	6	1	0.987	0	0
7586	CCDS2258.1	SCRN3	chr2	secernin 3	6	1	0.987	0.0324	0
7587	CCDS10325.1	SH3GL3	chr15	SH3-domain GRB2-like 3	3	1	0.987	0	0
7588	CCDS10415.1	C16orf14	chr16	chromosome 16 open reading frame 14	6	1	0.987	0.115	0
7589	CCDS1929.1	STAMBP	chr2	STAM binding protein	7	1	0.987	0.124	0
7590	CCDS2607.1	C3orf31	chr3	chromosome 3 open reading frame 31	7	1	0.987	0.00977	0
7591	CCDS4441.1	ZNF454	chr5	zinc finger protein 454	4	1	0.987	0.0198	0
7592	CCDS2462.1	CUL3	chr2	cullin 3	6	1	0.987	0.0535	0
7593	CCDS7692.1	PSMD13	chr11	\proteasome (prosome, macropain) 26S subunit, non-ATPase, 13\	6	1	0.987	0.0984	0
7594	CCDS552.1	C1orf165	chr1	chromosome 1 open reading frame 165	7	1	0.987	0.112	0
7595	CCDS32834.1	ST8SIA3	chr18	\ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3\	7	1	0.987	0.382	0
7596	CCDS1496.1	KCNH1	chr1	\potassium voltage-gated channel, subfamily H (eag-related), member 1\	7	1	0.987	0	0
7597	CCDS3633.1	TIGD2	chr4	tigger transposable element derived 2	4	1	0.987	0.0416	0
7598	CCDS8119.1	FIBP	chr11	fibroblast growth factor (acidic) intracellular binding protein	5	1	0.987	0.21	0
7599	CCDS34754.1	MKLN1	chr7	\muskelin 1, intracellular mediator containing kelch motifs\	7	1	0.987	0	0
7600	CCDS10154.1	DYX1C1	chr15	dyslexia susceptibility 1 candidate 1	4	1	0.987	0.0349	0
7601	CCDS12132.1	TNFAIP8L1	chr19	\tumor necrosis factor, alpha-induced protein 8-like 1\	5	1	0.987	0.288	0
7602	CCDS11530.1	HOXB5	chr17	homeobox B5	6	1	0.987	0.0762	0
7603	CCDS8273.1	EED	chr11	embryonic ectoderm development	7	1	0.987	0.301	0
7604	CCDS13499.1	GATA5	chr20	GATA binding protein 5	6	1	0.987	0.057	0
7605	CCDS10427.1	GNG13	chr16	\guanine nucleotide binding protein (G protein), gamma 13\	7	1	0.987	0.1	0
7606	CCDS5809.1	TNPO3	chr7	transportin 3	7	1	0.987	0	0
7607	CCDS8350.1	C11orf1	chr11	chromosome 11 open reading frame 1	7	1	0.987	0	0
7608	CCDS1239.1	UHMK1	chr1	U2AF homology motif (UHM) kinase 1	7	1	0.987	0	0
7609	CCDS5063.1	NR2E1	chr6	\nuclear receptor subfamily 2, group E, member 1\	7	1	0.987	0	0
7610	CCDS33544.1	IFNGR2	chr21	interferon gamma receptor 2 (interferon gamma transducer 1)	6	1	0.987	0.0081	0
7611	CCDS32704.1	DDX42	chr17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	7	1	0.987	0.102	0
7612	CCDS43330.1	FAM169A	chr5	\family with sequence similarity 169, member A\	4	1	0.987	0.0918	0
7613	CCDS7170.1	ARHGAP12	chr10	Rho GTPase activating protein 12	7	1	0.987	0.0683	0
7614	CCDS2361.1	CD28	chr2	CD28 molecule	7	1	0.987	NA	0
7615	CCDS11815.2	WDR45L	chr17	WDR45-like	7	1	0.987	0.107	0
7616	CCDS13761.1	UFD1L	chr22	ubiquitin fusion degradation 1 like (yeast)	7	1	0.987	0.231	0
7617	CCDS12293.1	TRMT1	chr19	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	3	1	0.987	0	0
7618	CCDS13228.1	CHMP4B	chr20	chromatin modifying protein 4B	7	1	0.987	0.233	0
7619	CCDS9785.1	ARG2	chr14	\arginase, type II\	6	1	0.987	0.0405	0
7620	CCDS1522.1	LYPLAL1	chr1	lysophospholipase-like 1	5	1	0.987	0.0879	0
7621	CCDS32803.1	C18orf8	chr18	chromosome 18 open reading frame 8	7	1	0.987	0.0667	0
7622	CCDS31615.1	PELI3	chr11	pellino homolog 3 (Drosophila)	7	1	0.987	0.107	0
7623	CCDS12080.1	MKNK2	chr19	MAP kinase interacting serine/threonine kinase 2	6	1	0.987	0.026	0
7624	CCDS3383.1	EVC	chr4	Ellis van Creveld syndrome	5	1	0.987	0.00682	0
7625	CCDS505.1	ATP6V0B	chr1	\ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b\	6	1	0.987	0.0926	0
7626	CCDS9559.1	RNASE1	chr14	\ribonuclease, RNase A family, 1 (pancreatic)\	6	1	0.987	0.0491	0
7627	CCDS1090.1	EFNA3	chr1	ephrin-A3	7	1	0.987	0.0345	0
7628	CCDS10076.1	ITPKA	chr15	\inositol 1,4,5-trisphosphate 3-kinase A\	5	1	0.987	0	0
7629	CCDS30703.1	C1orf190	chr1	chromosome 1 open reading frame 190	7	1	0.987	0.0435	0
7630	CCDS686.1	PTGFR	chr1	prostaglandin F receptor (FP)	7	1	0.987	0.0232	0
7631	CCDS9476.1	CLDN10	chr13	claudin 10	7	1	0.987	0.0159	0
7632	CCDS11512.1	C17orf57	chr17	chromosome 17 open reading frame 57	3	1	0.987	0	0
7633	CCDS12446.1	FXYD7	chr19	FXYD domain containing ion transport regulator 7	5	1	0.987	0	0
7634	CCDS30682.1	MYCL1	chr1	\v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)\	6	1	0.987	0.00673	0
7635	CCDS31223.1	DUPD1	chr10	dual specificity phosphatase and pro isomerase domain containing 1	7	1	0.987	0.17	0
7636	CCDS8451.1	NRGN	chr11	\neurogranin (protein kinase C substrate, RC3)\	4	1	0.987	0.234	0
7637	CCDS2268.1	HOXD8	chr2	homeobox D8	5	1	0.987	0.0584	0
7638	CCDS3253.1	DVL3	chr3	\dishevelled, dsh homolog 3 (Drosophila)\	7	1	0.987	0.02	0
7639	CCDS8895.1	MMP19	chr12	matrix metallopeptidase 19	6	1	0.987	0.0778	0
7640	CCDS33126.1	DUXA	chr19	double homeobox A	6	1	0.987	0.0454	0
7641	CCDS13200.1	KIF3B	chr20	kinesin family member 3B	7	1	0.987	0	0
7642	CCDS5953.1	FBXO25	chr8	F-box protein 25	3	1	0.987	0.15	0
7643	CCDS5874.1	TRPV6	chr7	\transient receptor potential cation channel, subfamily V, member 6\	7	1	0.987	0.463	0
7644	CCDS1581.1	TAF5L	chr1	\TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa\	6	1	0.987	0.0108	0
7645	CCDS8875.1	CBX5	chr12	\chromobox homolog 5 (HP1 alpha homolog, Drosophila)\	7	1	0.987	0	0
7646	CCDS3393.1	CNO	chr4	cappuccino homolog (mouse)	6	1	0.987	0.00405	0
7647	CCDS7799.2	ZNF143	chr11	zinc finger protein 143	7	1	0.987	0	0
7648	CCDS13381.1	ZSWIM3	chr20	\zinc finger, SWIM-type containing 3\	7	1	0.987	0.104	0
7649	CCDS13550.1	PRPF6	chr20	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	7	1	0.987	0.0684	0
7650	CCDS13986.1	CBX7	chr22	chromobox homolog 7	4	1	0.987	0.153	0
7651	CCDS13636.1	KCNE1	chr21	\potassium voltage-gated channel, Isk-related family, member 1\	7	1	0.987	NA	0
7652	CCDS6323.1	MED30	chr8	mediator complex subunit 30	7	1	0.987	0	0
7653	CCDS42562.1	FAM98C	chr19	\family with sequence similarity 98, member C\	3	1	0.987	0.0353	0
7654	CCDS5757.1	TMEM168	chr7	transmembrane protein 168	5	1	0.987	0	0
7655	CCDS11179.1	ZNF287	chr17	zinc finger protein 287	6	1	0.987	0.0947	0
7656	CCDS5211.1	STXBP5	chr6	syntaxin binding protein 5 (tomosyn)	7	1	0.987	0.108	0
7657	CCDS2603.1	SLC6A1	chr3	\solute carrier family 6 (neurotransmitter transporter, GABA), member 1\	7	1	0.987	0.0535	0
7658	CCDS3931.1	TTC33	chr5	tetratricopeptide repeat domain 33	7	1	0.987	0.0535	0
7659	CCDS41614.1	OR56A3	chr11	\olfactory receptor, family 56, subfamily A, member 3\	3	1	0.987	0.0774	0
7660	CCDS42037.1	MYO5A	chr15	\myosin VA (heavy chain 12, myoxin)\	4	1	0.987	0.0728	0
7661	CCDS2152.1	AMMECR1L	chr2	AMME chromosomal region gene 1-like	7	1	0.987	0.0345	0
7662	CCDS3774.1	MAB21L2	chr4	mab-21-like 2 (C. elegans)	7	1	0.987	0	0
7663	CCDS2712.1	C3orf23	chr3	chromosome 3 open reading frame 23	5	1	0.987	0	0
7664	CCDS3794.1	CTSO	chr4	cathepsin O	7	1	0.987	0.239	0
7665	CCDS11807.1	CD7	chr17	CD7 molecule	4	1	0.987	0.0967	0
7666	CCDS4177.1	SAR1B	chr5	SAR1 homolog B (S. cerevisiae)	7	1	0.987	0.0511	0
7667	CCDS8407.1	TRAPPC4	chr11	trafficking protein particle complex 4	7	1	0.987	0.142	0
7668	CCDS34377.1	TRIM39	chr6	tripartite motif-containing 39	3	1	0.987	0	0
7669	CCDS31875.1	UBE2N	chr12	\ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)\	5	1	0.987	0	0
7670	CCDS34094.1	KLHL2	chr4	\kelch-like 2, Mayven (Drosophila)\	7	1	0.987	0.0041	0
7671	CCDS43924.1	ACOT9	chrX	acyl-CoA thioesterase 9	7	1	0.987	NA	0
7672	CCDS3049.1	GATA2	chr3	GATA binding protein 2	6	1	0.987	0.0536	0
7673	CCDS9446.2	C13orf34	chr13	chromosome 13 open reading frame 34	4	1	0.987	0.0397	0
7674	CCDS1237.1	NOS1AP	chr1	nitric oxide synthase 1 (neuronal) adaptor protein	7	1	0.987	0.0206	0
7675	CCDS42726.1	SEPT10	chr2	septin 10	4	1	0.987	0	0
7676	CCDS33818.1	CD200	chr3	CD200 molecule	6	1	0.987	0	0
7677	CCDS32298.1	MAN2C1	chr15	\mannosidase, alpha, class 2C, member 1\	6	1	0.987	0.222	0
7678	CCDS42392.1	CYTH1	chr17	cytohesin 1	7	1	0.987	0	0
7679	CCDS14504.1	TCEAL8	chrX	transcription elongation factor A (SII)-like 8	5	1	0.987	NA	0
7680	CCDS14179.1	RBBP7	chrX	retinoblastoma binding protein 7	6	1	0.987	NA	0
7681	CCDS5771.1	WNT2	chr7	wingless-type MMTV integration site family member 2	7	1	0.987	0	0
7682	CCDS13960.1	EIF3EIP	chr22	\eukaryotic translation initiation factor 3, subunit E interacting protein\	7	1	0.987	0.0161	0
7683	CCDS33465.1	C20orf118	chr20	chromosome 20 open reading frame 118	7	1	0.987	0.0879	0
7684	CCDS1299.1	KIAA0859	chr1	KIAA0859	7	1	0.987	0.047	0
7685	CCDS8848.1	CSAD	chr12	cysteine sulfinic acid decarboxylase	6	1	0.987	0.0204	0
7686	CCDS14584.1	SEPT6	chrX	septin 6	7	1	0.987	NA	0
7687	CCDS1743.1	SLC30A3	chr2	\solute carrier family 30 (zinc transporter), member 3\	7	1	0.987	0.0536	0
7688	CCDS13137.1	SEC23B	chr20	Sec23 homolog B (S. cerevisiae)	7	1	0.987	0.049	0
7689	CCDS7842.1	TSG101	chr11	tumor susceptibility gene 101	7	1	0.987	0	0
7690	CCDS32007.1	ABHD13	chr13	abhydrolase domain containing 13	6	1	0.987	0.00133	0
7691	CCDS6324.1	EXT1	chr8	exostoses (multiple) 1	7	1	0.987	0	0
7692	CCDS6191.1	C8orf46	chr8	chromosome 8 open reading frame 46	7	1	0.987	0.141	0
7693	CCDS14244.1	SYTL5	chrX	synaptotagmin-like 5	7	1	0.987	NA	0
7694	CCDS43868.1	BSPRY	chr9	B-box and SPRY domain containing	4	1	0.987	0.0299	0
7695	CCDS7631.1	CUZD1	chr10	CUB and zona pellucida-like domains 1	7	1	0.987	0.0535	0
7696	CCDS9645.1	NPAS3	chr14	neuronal PAS domain protein 3	6	1	0.987	0	0
7697	CCDS6344.1	C8orf32	chr8	chromosome 8 open reading frame 32	6	1	0.987	0	0
7698	CCDS5599.1	SEMA3A	chr7	\sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A\	7	1	0.987	0.0122	0
7699	CCDS32902.1	ZNF121	chr19	zinc finger protein 121	5	1	0.987	0.121	0
7700	CCDS33000.1	THAP8	chr19	THAP domain containing 8	6	1	0.987	0	0
7701	CCDS31239.1	C10orf59	chr10	chromosome 10 open reading frame 59	7	1	0.987	0.1	0
7702	CCDS8411.1	DPAGT1	chr11	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	7	1	0.987	0.0346	0
7703	CCDS7219.1	GDF2	chr10	growth differentiation factor 2	6	1	0.987	0.102	0
7704	CCDS32123.1	MLH3	chr14	mutL homolog 3 (E. coli)	4	1	0.987	0.0102	0
7705	CCDS7285.1	SRGN	chr10	serglycin	6	1	0.987	0.145	0
7706	CCDS42340.1	KLHL10	chr17	kelch-like 10 (Drosophila)	4	1	0.987	0.008	0
7707	CCDS7838.1	GTF2H1	chr11	\general transcription factor IIH, polypeptide 1, 62kDa\	7	1	0.987	0.279	0
7708	CCDS2528.1	PER2	chr2	period homolog 2 (Drosophila)	7	1	0.987	0.0587	0
7709	CCDS4375.1	GABRP	chr5	\gamma-aminobutyric acid (GABA) A receptor, pi\	6	1	0.987	0.266	0
7710	CCDS5289.1	PDE10A	chr6	phosphodiesterase 10A	7	1	0.987	0.103	0
7711	CCDS31059.1	C1orf31	chr1	chromosome 1 open reading frame 31	6	1	0.987	0.396	0
7712	CCDS3897.1	SUB1	chr5	SUB1 homolog (S. cerevisiae)	4	1	0.987	NA	0
7713	CCDS3810.1	CPE	chr4	carboxypeptidase E	7	1	0.987	0	0
7714	CCDS33206.1	CCT4	chr2	\chaperonin containing TCP1, subunit 4 (delta)\	7	1	0.987	0.015	0
7715	CCDS8191.1	CCND1	chr11	cyclin D1	7	1	0.987	0.178	0
